codigo,nombre,cantidad_movimientos,monto_total,grupo_sugerido,confianza,observaciones
GUAA940207,ALAN DAVID GUADARRAMA AYALA,52,451260.8,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001008-10-033,HORAS EXTRAS GO,52,373154.36,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20401002-01-001,PASIVO IMSS RETENIDO AL TRABAJADOR,52,307764.02,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
ITR140917,IMPRESORAS TRABAJANDO SA DE CV,51,35461.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60002003--09-023-C0027,PROVISION PUBLICIDAD Y PROMOCIONES GASTOS,51,6819450.5,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
C0100,STANHOME DE MEXICO,51,3773255.82,cliente_comercial,media,Código tipo C### en dimensión cliente. Fuentes: cliente_dim
C0143,JESUS EMMANUEL LEON GARCIA,50,4097020.44,cliente_comercial,media,Código tipo C### en dimensión cliente. Fuentes: cliente_dim
20401002-02-003,PASIVO IMSS RETENIDO AL TRABAJADOR,50,127008.72,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
25NC3290,SG FLEXO SA DE CV,50,47886.54,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001055--07-033-,VIGILANCIA,50,578135.66,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50001001-2-C0020,COSTO DE VENTAS,49,782705.74,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
MOJS820901,SERGIO DANIEL MORENO JAIMES,49,30480.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
BHC230710,BORREGO HINOJOSA 192 NOTARIA SC,48,124268.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
40005004-2-C0014,DESCUENTOS LINEAS PROPIAS 16%,48,1182447.98,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
MAT150529,MATECNO SA DE CV,48,2914123.6,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
50003002-01-001,VACACIONES - MOD,48,1104850.9,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
40001005-2-C0062,VENTAS LINEAS PROPIAS 0%,48,1106609.86,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50001001-2-C0062,COSTO DE VENTAS,47,372988.8,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001001-10-033,SUELDOS Y SALARIOS GO,47,2200184.94,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
40001004-2-C0095,VENTAS LINEAS PROPIAS 16%,47,4864057.1,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20304001-1039,ACREEDOR DIV FUNCIONARIOS Y EMPLEADOS,46,77018.28,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
COFD840606,DANIEL ALBERTO CONTRERAS FERNANDEZ,46,53967.12,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
EDT190211,ELECTRHOLA DESARROLLO TECNOLOGICO S A P I DE CV,46,14055.04,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
C0037,ISAGENIX MEXICO,46,3514292.16,cliente_comercial,media,Código tipo C### en dimensión cliente. Fuentes: cliente_dim
11002001,LICENCIAS DE EQUIPO DE COMPUTO POR AMORTIZAR,46,41942895.06,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
COPR880113,RICARDO COLUMBA PALOMARES,46,64064.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
20303005,ACREEDOR DIV BBVA 68231,45,215155.36,banco,alta,Nombre contiene institución bancaria conocida. Fuentes: cuenta_contable
60001035--06-024-,COMBUSTIBLES Y LUBRICANTES,45,48879.38,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50002009,DEVOLUCIONES DESCUENTOS SOBRE COMPRA NACIONALES,45,150993.62,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
MIRF590102,FLORIBERTA MIRANDA ROMAN,45,82628.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
50005009-01-002,HORAS EXTRAS - MOI,45,524536.18,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20401002-10-033,PASIVO IMSS RETENIDO AL TRABAJADOR,45,66889.68,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
XEXXSHUTTE,SHUTTERSTOCK INC,45,45974.32,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001035--07-020-,COMBUSTIBLES Y LUBRICANTES,44,193798.84,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
SAED710930,DIOCELINA SANCHEZ ESPINOZA,44,51148.6,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
EDI850603I,EDIPRINT SA DE CV,44,655400.8,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
FMA240523,FLEXOLUCIONES DE MARCA SA DE CV,44,118385.28,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
GEE230126R,GRUPO ESOLUTIONS EJ SA DE CV,44,142080.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
OVI800131G,OPERADORA VIPS S DE RL DE CV,44,10692.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
I171108R23,SHIPKRAKEN SAPI DE CV,44,56244.82,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
40001005-2-C0063,VENTAS LINEAS PROPIAS 0%,44,2870016.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50001001-2-C0032,COSTO DE VENTAS,43,463661.96,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001066--02-043-,GASTOS DE VIAJE,43,25895.1,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001066--09-023-,GASTOS DE VIAJE,43,32017.4,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
11303002,GASTOS DIFERIDOS POR PROYECTOS EN PROCESO,43,2844175.76,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
50004024-01-027,MAQUILAS INVENTARIO 1 GIF,43,9526524.84,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
MLA181211,MYA LABS SA DE CV,43,2508143.7,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
SIN161021J,SPECTRALAB INSTRUMENTACION,43,149729.2,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
40001004-2-C0032,VENTAS LINEAS PROPIAS 16%,43,1643029.1,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
ALI030822P,ALITALICA SA DE CV,42,22521.18,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
CVA041027H,CONCESIONARIA VUELA COMPANIA DE AVIACION SAPI DE CV,42,21598.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
40005004-2-C0062,DESCUENTOS LINEAS PROPIAS 16%,42,405042.68,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20401002-06-024,PASIVO IMSS RETENIDO AL TRABAJADOR,42,48141.26,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
20401004-01-001,PASIVO RETENCION INFONAVIT AL TRABAJADOR,42,736478.38,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
20401004-10-017,PASIVO RETENCION INFONAVIT AL TRABAJADOR,42,134422.78,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
20401004-10-033,PASIVO RETENCION INFONAVIT AL TRABAJADOR,42,43878.82,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
50003006-01-001,PRIMA VACACIONAL - MOD,42,265526.6,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60002006--C0062,PROVISION PUBLICIDAD Y PROMOCIONES DESCUENTOS,42,370950.04,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
SASA650710,ALEJANDRO SALGADO SANCHEZ,41,119064.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001034--07-033-,CASETAS,41,695251.7,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
CACJ820702,JUAN CARMONA CORONA,41,163338.7,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
20401002-02-032,PASIVO IMSS RETENIDO AL TRABAJADOR,41,107874.12,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
20401002-06-041,PASIVO IMSS RETENIDO AL TRABAJADOR,41,13253.66,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
20401002-10-034,PASIVO IMSS RETENIDO AL TRABAJADOR,41,26960.72,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
20401004-07-020,PASIVO RETENCION INFONAVIT AL TRABAJADOR,41,338639.5,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
PDD061213,PROMOTIONAL DESIGN DE MEXICO SA DE CV,41,301830.4,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
AME860107K,SICONT MEX,41,140970.4,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
20304001-4003,ACREEDOR DIV FUNCIONARIOS Y EMPLEADOS,40,147846.94,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
AFA891117,ADITIVOS Y FARMOQUIMICOS SA DE CV,40,760208.54,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001034--06-016-,CASETAS,40,228777.74,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50001001-1-C0066,COSTO DE VENTAS,40,19918027.78,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50004005-10-027,DEPRECIACIONES - GIF,40,1710460.22,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
50003009-01-001,HORAS EXTRAS - MOD,40,774273.26,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20601002,IMPTOS X PAGAR   5% INFONAVIT,40,10035633.16,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
LTI960220F,LAB-TECH INSTRUMENTACION SA DE CV,40,439360.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
XEXX010101 OPENAI,OPENAI LLC,40,10751.26,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
C0057,P.M.I 12.10,40,214368.02,cliente_comercial,media,Código tipo C### en dimensión cliente. Fuentes: cliente_dim
20401004-06-042,PASIVO RETENCION INFONAVIT AL TRABAJADOR,40,21642.1,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
RTO840921R,RESTAURANTES TOKS SA DE CV,40,12029.74,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
11001002,SEGUROS PAGADOS POR AMORTIZAR POLIZAS MEDICAS,40,2149066.6,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001034--07-020-,CASETAS,39,130185.12,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001034--09-049-,CASETAS,39,70771.16,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
HIME741224,HIROTA MATSUMOTO ERIKA,39,3300.4,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
INS1802061,INSTAPOUCH SA DE CV,39,1844121.8,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
C0137,OMAR ROBERTO PEREZ GARCIA,39,10347.46,cliente_comercial,media,Código tipo C### en dimensión cliente. Fuentes: cliente_dim
TSO991022P,TIENDAS SORIANA SA DE CV,39,4973.2,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001113--07-020-,ARRENDAMIENTO PURO AUTOS,38,2120383.44,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
DIC130621C,DICEPIZZA S DE RL DE CV,38,16460.08,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
EMA910508,EDITORIAL MATRO SA DE CV,38,554483.88,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
20401002-06-047,PASIVO IMSS RETENIDO AL TRABAJADOR,38,23551.52,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60001001-02-003,SUELDOS Y SALARIOS GO,38,4525552.68,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60001001-02-044,SUELDOS Y SALARIOS GO,38,3058817.4,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60001001-10-034,SUELDOS Y SALARIOS GO,38,891856.84,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
40001001-1-C0066,VENTAS MAQUILAS 16%,38,41589625.58,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20304001-1027,ACREEDOR DIV FUNCIONARIOS Y EMPLEADOS,37,72157.24,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
C0016,ARABELA,37,2132621.56,cliente_comercial,media,Código tipo C### en dimensión cliente. Fuentes: cliente_dim
60001059-10-017,DEPRECIACION ACUM. MAQUINARIA Y EQUIPO,37,257004.0,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001056-02-003,DEPRECIACION ACUMULADA EDIFICIO,37,543071.28,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001036--06-016-,ENERGIA ELECTRICA,37,1358928.72,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
EQU861104A,EQUIPAR SA DE CV,37,173457.92,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60002006--C0021,PROVISION PUBLICIDAD Y PROMOCIONES DESCUENTOS,37,231100.0,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
SSI8901041,SENTIDO Y SIGNIFICADO SA DE CV,37,72860.72,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
50004010-01-027,AGUA POTABLE- GIF,36,390988.94,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50004001-01-027,ARRENDAMIENTO BIENES INMUEBLES- GIF,36,5386305.4,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20303007,BBVA 4777 CREDITO,36,127155.42,banco,alta,Nombre contiene institución bancaria conocida. Fuentes: cuenta_contable
60001033--06-054-,CAPACITACION Y ADIESTRAMIENTO,36,589294.18,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001035--09-023-,COMBUSTIBLES Y LUBRICANTES,36,53963.74,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20601006,IMPTOS X PAGAR SOBRE NOMINA  ESTATAL,36,5181625.42,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
20602014,ISR RETENIDO POR PAGO DE DIVIDENDOS,36,2494720.62,impuesto_o_gobierno,media-alta,Términos fiscales o gubernamentales. Fuentes: cuenta_contable
LBE1812065,LINARAND BELTECH SA DE CV,36,34376.18,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
80030001-02-043,OTROS GASTOS,36,0.0,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
20401002-02-045,PASIVO IMSS RETENIDO AL TRABAJADOR,36,33588.34,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
20401009,PASIVO NOMINA POR PENSION ALIMENTICIA,36,227763.24,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
JASA380621,AUGUSTO JARA SÁNCHEZ,35,2200.72,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001069--06-048-,IMPLEMENTOS DE TRABAJO,35,668436.54,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
80010006,INTERES POR FACTORAJE,35,4834912.22,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001071--06-047-,TRAMITES Y REGISTROS DE MEDICAMENTOS,35,716521.36,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50004033-01-027,AMORTIZACION RENTAS ANTICIPADAS,34,642464.74,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
BAAA860413,ANA DELIA BAHENA AQUINO,34,83824.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
CME0704274,CITRULSA DE MEXICO SA DE CV,34,473303.04,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001035--07-050-,COMBUSTIBLES Y LUBRICANTES,34,43627.08,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
SLA2309266,GERSER SERVICIOS SA DE CV,34,3707360.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
GRA160426,GRATIL S DE RL DE CV,34,256960.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
M001107M79,GRUPO DE INSTRUMENTACION Y MEDICION INDUSTRIAL DE MEXICO SA DE CV,34,169428.72,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
LEA890922,LEACSA SA DE CV,34,38689.76,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
20401002-02-044,PASIVO IMSS RETENIDO AL TRABAJADOR,34,85277.98,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
20401002-02-046,PASIVO IMSS RETENIDO AL TRABAJADOR,34,27283.46,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
20401002-06-035,PASIVO IMSS RETENIDO AL TRABAJADOR,34,20498.02,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
20401002-06-040,PASIVO IMSS RETENIDO AL TRABAJADOR,34,39243.86,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
20401004-02-044,PASIVO RETENCION INFONAVIT AL TRABAJADOR,34,114954.9,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
SET180709,SAMA ETIQUETAS SA DE CV,34,209718.72,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001002-02-003,VACACIONES GO,34,178711.98,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001002-03-006,VACACIONES GO,34,184170.18,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001002-06-018,VACACIONES GO,34,195998.5,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
RIRA7308029,ARTURO EDGAR DEL RIVERO RAMIREZ,33,56259.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
VASA700610,ATILA ALEJANDRO VALLEJO SARDANETA,33,114417.28,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
50005012-01-002,GASTOS IMSS - MOI,33,2010669.26,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
GEM000705,GRUPO EMPAC SA DE CV,33,2593778.84,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
HENL020220,LUIS DANIEL HERNANDEZ NAVARRO,33,79085.36,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
OIRM670622,MATHA ISELA  OLIVARES CRUZ,33,46360.0,impuesto_o_gobierno,media-alta,Términos fiscales o gubernamentales. Fuentes: proveedor_dim
C0102,AAATEC,32,0.0,cliente_comercial,media,Código tipo C### en dimensión cliente. Fuentes: cliente_dim
C0108,ADNO,32,0.0,cliente_comercial,media,Código tipo C### en dimensión cliente. Fuentes: cliente_dim
C0011,BTK FARMA,32,0.0,cliente_comercial,media,Código tipo C### en dimensión cliente. Fuentes: cliente_dim
CMI200430,CORPORATIVO MEXINGREDIENT INTERNACIONAL SA DE CV,32,495877.68,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001068--06-047-,HONORARIOS A PROFESIONISTAS,32,1206131.4,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20601001,IMPTOS X PAGAR  ISR P PROVISIONAL,32,15726907.42,impuesto_o_gobierno,media-alta,Términos fiscales o gubernamentales. Fuentes: cuenta_contable
LGM9312166,LABORATORIO DEL GRUPO MICROANALISIS SA DE CV,32,217248.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
TEML750116,LUIS ENRIQUE TEUTLI MIER,32,101904.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
RUCC621214,MARIA DEL CARMEN RUBALCAVA CANETE,32,1282.76,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001044--02-044-,MATERIAL DE LABORATORIO,32,303984.66,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
80030001-07-020,OTROS GASTOS,32,0.0,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
20401002-02-043,PASIVO IMSS RETENIDO AL TRABAJADOR,32,11019.22,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60002003--09-023-C0032,PROVISION PUBLICIDAD Y PROMOCIONES GASTOS,32,182902.76,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001071--08-022-,TRAMITES Y REGISTROS DE MEDICAMENTOS,32,133512.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
40001005-2-C0020,VENTAS LINEAS PROPIAS 0%,32,202240.56,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
40001004-2-C0020,VENTAS LINEAS PROPIAS 16%,32,2770573.16,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
CSM960528C,AIG SEGUROS SEGUROS MEXICO SA DE CV,31,28410.32,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001027--06-016-,ARRENDAMIENTO DE BIENES INMUEBLES,31,1807142.38,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
GELA631221,AURELIO 30 DE GYVES LOPEZ LENA,31,72354.68,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001034--06-024-,CASETAS,31,58466.68,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001034--09-052-,CASETAS,31,7976.68,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50001001-1-C0009,COSTO DE VENTAS,31,31108754.84,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50001001-2-C0021,COSTO DE VENTAS,31,620393.24,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
GAPG660605,GABRIEL GARCIA PERALTA,31,23868.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
GAGG600510,GERARDO GASCA GONZALEZ,31,29760.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
80030001-02-003,OTROS GASTOS,31,0.0,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
80030001-06-040,OTROS GASTOS,31,0.0,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
80030001-06-048,OTROS GASTOS,31,0.0,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
50005006-01-002,PRIMA VACACIONAL - MOI,31,243980.3,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
C0147,PROVEEDORA E INTEGRADORA BIOINSTRUMENTAL,31,2030578.18,cliente_comercial,media,Código tipo C### en dimensión cliente. Fuentes: cliente_dim
60001051--01-002-,RECARGOS,31,344.38,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001002-06-039,VACACIONES GO,31,182491.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001002-06-042,VACACIONES GO,31,73803.08,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
VEN9303295,VALORES ENERGETICOS,31,10282.28,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
40001004-2-C0021,VENTAS LINEAS PROPIAS 16%,31,1941127.58,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
AER990218E,AEROCOMIDAS SA DE CV,30,25954.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
50004004-01-027,ARTICULOS DE LIMPIEZA- GIF,30,215407.72,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
CIS110905,COMERCIALIZADORA INTEGRAL DE SERVICIOS DE CALIBRACION SA DE CV,30,21060.16,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
XEXXCOMPCO8,ESKO GRAPHICS INC,30,225179.16,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
